messageId,timestamp,author,authorChannelId,isChatOwner,isChatSponsor,isVerified,message
LCC.EhwKGkNOcVVwNWFQMW84REZhSXUxZ0FkSXVBbUdR,2025-09-14 01:06:08.748807+00:00,EL,UCwFRamdRgkWOEDHzpNk422g,False,False,False,wsh soler c Zidane prime ou quoi 🤣🤣🤣
LCC.EhwKGkNNaVV2NWFQMW84REZZVzdyZ1VkNndVMm9R,2025-09-14 01:06:09.135817+00:00,Lolo Toto,UC3Hc4SMYiXZ0MyrKbBEuXIQ,False,False,False,on a eu luner
LCC.EhwKGkNORE14WmFQMW84REZiTUgxZ0Fkc1pZQnVB,2025-09-14 01:06:09.242045+00:00,Grâce Apougha,UC9BG1m4W3GZ_DRDnuFRIdWw,False,False,False,Mdr
LCC.EhwKGkNNajh4WmVQMW84REZTSXQxZ0FkWUpFR0tn,2025-09-14 01:06:11.347051+00:00,Yohan Morel,UCNwPW9nrjp4w5ZC-7ZD0pfg,False,False,False,tenez bon les gars
LCC.EhwKGkNQQ1QyWmVQMW84REZkVUoxZ0FkNmhRdnFB,2025-09-14 01:06:11.658051+00:00,Bga_ibrahim,UCx23oaXgaXW0dB-JVf5RkZQ,False,False,False,mesut Soler 😭
LCC.EhwKGkNQeWQ3cGVQMW84REZYZ3YxZ0FkYlg0NmF3,2025-09-14 01:06:12.005748+00:00,Km 10,UC8RFv--56sGonOMfJ3UpmsQ,False,False,False,😂😂😂😂😂
LCC.EhwKGkNKNllscGlQMW84REZka0l5d1FkV2hzMlNn,2025-09-14 01:06:12.657881+00:00,Les tueurs 10,UCdxlfCRXYsTm1BExvpRysog,False,False,False,bado Lauren j'espère
LCC.EhwKGkNOS1JpNW1QMW84REZkNHYxZ0FkMFVzYnJR,2025-09-14 01:06:14.576512+00:00,Erwan Xia,UCkukbLVv57ibfSiPSnRDnWQ,False,False,False,manque de motivation à paris
LCC.EhwKGkNQeTFqSm1QMW84REZRRUgxZ0FkLU5NUHp3,2025-09-14 01:06:14.596374+00:00,OWEE Léo,UCgMhMaIRLjU05DrJmLwacaQ,False,False,False,y a pas 3-1 b1nde zgegs
LCC.EhwKGkNQeWh4Sm1QMW84REZiTUgxZ0Fkc1pZQnVB,2025-09-14 01:06:15.510313+00:00,Ref2pfut,UClQK_76DUoAKrE8mnKIyMQw,False,False,False,Zinedine Soler
LCC.EhwKGkNKaUgxWm1QMW84REZRckR3Z1FkOXRRZzFR,2025-09-14 01:06:15.791042+00:00,Mouhamadoul Malick DIAGNE,UCiVACnLNHSHQMn9k-heQ_1Q,False,False,False,Zinedine Soler
LCC.EhwKGkNKZTY2Sm1QMW84REZkd0kxZ0FkY19BNWZn,2025-09-14 01:06:16.103952+00:00,oumy beye,UC4f97vIu751_xXh9RTItWrQ,False,False,False,courtois grand parade
LCC.EhwKGkNJeXItSm1QMW84REZkb0YxZ0FkMTRzOUR3,2025-09-14 01:06:16.363957+00:00,RED_X,UCJuGufHC_vQm9E96KbaC7UA,False,False,False,Kino tu pue
LCC.EhwKGkNMaW1xcHFQMW84REZjbnM0d2NkZllNd19B,2025-09-14 01:06:17.183934+00:00,Nxz.11,UC4jpylmLjUhQUWccg1XhrIA,False,False,False,Zinedine Soler
LCC.EhwKGkNNemdnWnVQMW84REZmVUkxZ0FkQ3BNZ3pn,2025-09-14 01:06:18.616448+00:00,Grâce Apougha,UC9BG1m4W3GZ_DRDnuFRIdWw,False,False,False,Mdrrrrrrrrrrrrrrr
LCC.EhwKGkNPS195cHVQMW84REZjSXQxZ0FkLTRNRVBR,2025-09-14 01:06:19.809720+00:00,Nadège Moukoko,UCpT9jlsz5VZu1wHpElMGTsA,False,False,False,Yanis tu penses qui va gagner le soulier d'or cette saison ?
LCC.EhwKGkNNbVgzcHVQMW84REZRVUsxZ0FkUjFzSkZ3,2025-09-14 01:06:20.131526+00:00,zakirou moumoune toudou darey ,UC_LF9o1G4InNhMkY6-yJvuw,False,False,False,:finger-red-number-one::finger-red-number-one::finger-red-number-one::finger-red-number-one::finger-red-number-one::finger-red-number-one::finger-red-number-one::finger-red-number-one::oops::finger-red-number-one::finger-red-number-one::oops::finger-red-number-one:
LCC.EhwKGkNOcVMzNXVQMW84REZkNHYxZ0FkMFVzYnJR,2025-09-14 01:06:20.147023+00:00,Le MERCH,UCG3_CatXfq-Astt2H9GXeyg,False,False,False,"LE TITRE DU DEBRIFF CA SERA ""TU NOUS A PAS FAIT CA A PARIS"""
LCC.EhwKGkNMdUJsSnlQMW84REZlb0wxZ0FkNkJzeTRR,2025-09-14 01:06:21.012356+00:00,Jean-jacques Bertin,UCWLtdR3edUjEpPx6KGF3Ydg,False,False,False,pk tu mets pas le match:face-purple-crying:
LCC.EhwKGkNOYVl0WnlQMW84REZhSXUxZ0FkSXVBbUdR,2025-09-14 01:06:21.555689+00:00,Abderahmane,UCrq5GHF6BtMYjkOT-dNTMqg,False,False,False,"@Darkzor tu raconte quoi frr tu fais comme les footix , on est que à la 4 eme journée trkl frérot"
LCC.EhwKGkNJT010WnlQMW84REZaOEsxZ0FkSUY4d3RR,2025-09-14 01:06:21.564586+00:00,Alexandre Franc,UCY89-ukjt_KBII9NfHqOqew,False,False,False,aller Soler !!
LCC.EhwKGkNJVEE2cHlQMW84REZZQUoxZ0FkbWt3UjNR,2025-09-14 01:06:22.429620+00:00,Arsene ulrich,UCgpEykK_0kTf7BY-h1wL5MQ,False,False,False,l'entrée de Soler en vrai wesh
LCC.EhwKGkNKUG0tcHlQMW84REZRUXYxZ0Fkay1FcWJR,2025-09-14 01:06:22.697869+00:00,pescador,UC_vA5-HsCHcfOBqHNc9TgIA,False,False,False,ladrones
LCC.EhwKGkNLN0ZqSjJQMW84REZRY0wxZ0FkbFBncWZR,2025-09-14 01:06:22.986803+00:00,Sylviana Vilcean,UCNimGW2-bHn71rfkoWdSsuQ,False,False,False,🤣🤣🤣🤣🤣
LCC.EhwKGkNKT3E4WjJQMW84REZkd0kxZ0FkY19BNWZn,2025-09-14 01:06:24.639438+00:00,Yves Manao,UCu_3z0zZ8XEgzoaWA4jfgAQ,False,False,False,A coté mdrr
LCC.EhwKGkNKM0ZtcDZQMW84REZhSXUxZ0FkSXVBbUdR,2025-09-14 01:06:25.315735+00:00,Jimaël Lekandza,UCBlqQ5zitrM3m7sPnZBufag,False,False,False,@yahya tu délire cr7 et Messi étaient une masterclass
LCC.EhwKGkNPNjBzNTZQMW84REZhSXUxZ0FkSXVBbUdR,2025-09-14 01:06:25.723234+00:00,Les tueurs 10,UCdxlfCRXYsTm1BExvpRysog,False,False,False,le fou du bus prime
LCC.EhwKGkNPN0F1cUNQMW84REZkVUoxZ0FkNmhRdnFB,2025-09-14 01:06:30.039379+00:00,Yanis Houenou,UCjwSaEoE0D9u9DZbCL_exTw,False,False,False,t'inquiète
LCC.EhwKGkNJVEw0S0dQMW84REZkNHYxZ0FkMFVzYnJR,2025-09-14 01:06:32.753341+00:00,Lucien Marcel Mbaye,UCE8PMXtzNPz-Fa_5NB19EZA,False,False,False,😂😂😂😂😂
LCC.EhwKGkNNMnI3YUdQMW84REZRVUsxZ0FkUjFzSkZ3,2025-09-14 01:06:32.962052+00:00,Amaury ,UCUtr6dWmsR_zXIkcRbxqaqA,False,False,False,Yahya abuse frère personne peut être meilleur que CR7
LCC.EhwKGkNMSHc5S0dQMW84REZkb0YxZ0FkMTRzOUR3,2025-09-14 01:06:33.085490+00:00,Artists Renan,UCL1Q5MBazlfj0IXExBGX9jA,False,False,False,c'est compliqué
LCC.EhwKGkNLTFdwYUtQMW84REZkNHYxZ0FkMFVzYnJR,2025-09-14 01:06:33.886392+00:00,Youssou Dia,UCHYzWwmwozt7DnUUCX9_hgQ,False,False,False,😂
LCC.EhwKGkNQaVEwS0tQMW84REZaOEsxZ0FkSUY4d3RR,2025-09-14 01:06:34.582265+00:00,Dr Max,UCu-8OlGHHgfW_tAqznrTEfA,False,False,False,C'est qui le prochain adversaire du Real en Liga?
LCC.EhwKGkNON2ltYU9QMW84REZmVUoxZ0FkdEU4N3RB,2025-09-14 01:06:35.789280+00:00,Gurimjo-,UCJybDxrmsbmWOdjtkiiIODg,False,False,False,fou du bus
LCC.EhwKGkNJR0huYVNQMW84REZkb0YxZ0FkMTRzOUR3,2025-09-14 01:06:37.937071+00:00,Nadège Moukoko,UCpT9jlsz5VZu1wHpElMGTsA,False,False,False,Yanis tu penses qui va gagner le soulier d'or cette saison ?
LCC.EhwKGkNPT3ZyNlNQMW84REZlb0wxZ0FkNkJzeTRR,2025-09-14 01:06:38.241022+00:00,Soro_fortnite ,UCoolJD6ceugdiizKQJQpnmw,False,False,False,Zinedine soler
LCC.EhwKGkNOdlV3NlNQMW84REZjSXQxZ0FkLTRNRVBR,2025-09-14 01:06:38.572326+00:00,Le MERCH,UCG3_CatXfq-Astt2H9GXeyg,False,False,False,"LE TITRE DU DEBRIFF CA SERA ""TU NOUS A PAS FAIT CA A PARIS"""
LCC.EhwKGkNOUDU1cVNQMW84REZRY0wxZ0FkbFBncWZR,2025-09-14 01:06:39.149839+00:00,Coumba la meringuée ,UCwLnMYE4jgLJIDfUBII38qg,False,False,False,🤍🇸🇳🇸🇳🌸🌸
LCC.EhwKGkNKR29oYVdQMW84REZjSXQxZ0FkLTRNRVBR,2025-09-14 01:06:39.645457+00:00,Emmanuel Gbahi,UC8i4JwFgYtmNgXpOOwqfJMw,False,False,False,😅😅😅😅😅😅
LCC.EhwKGkNNenBocVdQMW84REZSNEsxZ0FkR0I4VW13,2025-09-14 01:06:39.670132+00:00,le goat,UC_mwIoxwFd3SgkmCWdBFSnA,False,False,False,ZINEDINE SOLER
LCC.EhwKGkNOUHQ4NldQMW84REZlb1gxZ0FkRUJJMVVR,2025-09-14 01:06:41.457750+00:00,Seydou Chérif,UC6eFKpRQSErg_XHyD9u40UQ,False,False,False,🤣🤣🤣
LCC.EhwKGkNPcmlpNmFQMW84REZkNHYxZ0FkMFVzYnJR,2025-09-14 01:06:41.851085+00:00,Les tueurs 10,UCdxlfCRXYsTm1BExvpRysog,False,False,False,hala Madrid 🤍🤍🤍🤍🤍
LCC.EhwKGkNNRFJoNmlQMW84REZiTUgxZ0Fkc1pZQnVB,2025-09-14 01:06:45.974909+00:00,Les tueurs 10,UCdxlfCRXYsTm1BExvpRysog,False,False,False,goalllllll mbappe 88'
LCC.EhwKGkNPQ0hqS2lQMW84REZkb0YxZ0FkMTRzOUR3,2025-09-14 01:06:46.047122+00:00,RED_X,UCJuGufHC_vQm9E96KbaC7UA,False,False,False,T guez Kubo
LCC.EhwKGkNMVG8wcW1QMW84REZkb0YxZ0FkMTRzOUR3,2025-09-14 01:06:49.304388+00:00,Marwane🇩🇿 (CHAMPION D’EUROPE),UCrPdKFOWpZP5XZV0qu6HpPQ,False,False,False,C’était pas comme ça a paris mdrrr
LCC.EhwKGkNJLUU1S21QMW84REZRRUgxZ0FkLU5NUHp3,2025-09-14 01:06:49.589081+00:00,Yered Bouedy,UCvYUePAEK4Ial9ggk65eIlg,False,False,False,les parisiens il avait eu soleil pa soler
LCC.EhwKGkNNVy01S21QMW84REZTVUYxZ0FkM1dnN1NR,2025-09-14 01:06:49.594370+00:00,𝕽𝖞𝖔𝖙𝖆,UCEYrKC9tCYeMNQ2cqE9CtLw,False,False,False,Yanis pour quoi tu es bète
LCC.EhwKGkNNbVJvcXFQMW84REZRUXYxZ0Fkay1FcWJR,2025-09-14 01:06:50.604317+00:00,💤Sharkiff_29💤,UCt6jHqOzEBYEcNUuBTK7-eQ,False,False,False,@amaury Messi
LCC.EhwKGkNObS1wYXFQMW84REZjSXQxZ0FkLTRNRVBR,2025-09-14 01:06:50.659816+00:00,𝐘𝐎𝐔𝐗𝐈𝐄𝐃𝐈𝐓𝐙,UC3-N9UOMjRRu8uJnv-7lQLw,False,False,False,Hala Madrid y nada más 🤍🤍
LCC.EhwKGkNLV1JvYXVQMW84REZkb0YxZ0FkMTRzOUR3,2025-09-14 01:06:52.685591+00:00,Benjamin,UCFH17HwNEzwtkVvCp3YJm6Q,False,False,False,Mbappe 90'
LCC.EhwKGkNQekMwNnlQMW84REZiRUgxZ0FkZnAwaGVB,2025-09-14 01:06:55.608066+00:00,guy tossah,UCmJNHpdToaNkwFJmzng55eQ,False,False,False,lui faisiez vous confiance à Paris pour qu'il se lâche ?
LCC.EhwKGkNQQzl3YTJQMW84REZkd0kxZ0FkY19BNWZn,2025-09-14 01:06:57.409328+00:00,Omar Granier,UCalX9BnVQeVTe08ZkBs-CtA,False,False,False,Mais vrmttttt
LCC.EhwKGkNQR1RqSzZQMW84REZSRU4xZ0FkSThRSDFR,2025-09-14 01:06:58.641027+00:00,Darkzor🇮🇹,UCH5_YOzQrmYXsmrsikkx88g,False,False,False,Abderahmane bah si tu gagne pas tu prend 5 pts voir 4 pts de retard déjà
LCC.EhwKGkNNdm4xYS1QMW84REZmVUoxZ0FkdEU4N3RB,2025-09-14 01:07:01.937912+00:00,lacitémarocain,UCbjvvJecOPZzlGFSnSDlvEw,False,False,False,égalité !!!!!!!!!
LCC.EhwKGkNNZldfNi1QMW84REZRUXYxZ0Fkay1FcWJR,2025-09-14 01:07:02.621997+00:00,Solary_bath,UClKSZ4dKqTe66xbwLdLZUBQ,False,False,False,Hala Madrid 😘😘
LCC.EhwKGkNKeWJtckNQMW84REZYZ3YxZ0FkYlg0NmF3,2025-09-14 01:07:03.059019+00:00,Les tueurs 10,UCdxlfCRXYsTm1BExvpRysog,False,False,False,goalllllll mbappe 92'
LCC.EhwKGkNObm5yTENQMW84REZRRUgxZ0FkLU5NUHp3,2025-09-14 01:07:03.362690+00:00,Growth Path ,UCb_z7KKf_6NRn9jtRpbrz7A,False,False,False,:card-red-penalty:
LCC.EhwKGkNKU0Y3ckNQMW84REZkb0YxZ0FkMTRzOUR3,2025-09-14 01:07:04.430139+00:00,mindset.anime_,UCweltveTDIZobkjBXfHEsPA,False,False,False,YAMAL DE JONG BLESSER
LCC.EhwKGkNLRFNvYktQMW84REZSNEsxZ0FkR0I4VW13,2025-09-14 01:07:07.373880+00:00,Bedinol,UCBqeAugQgKmbsltMzjHcZ0w,False,False,False,c'est un fou Soler
LCC.EhwKGkNKQy0xTE9QMW84REZlb0wxZ0FkNkJzeTRR,2025-09-14 01:07:10.308143+00:00,saadlefooteux ,UC2IidZH5GXr_Q0hoLmWULnQ,False,False,False,eh coucou c'est Nasser vient soler 😂😂😂:face-blue-smiling::face-blue-smiling:
LCC.EhwKGkNJZUp3clNQMW84REZjY0sxZ0FkcFUwaG5n,2025-09-14 01:07:12.099157+00:00,Le MERCH,UCG3_CatXfq-Astt2H9GXeyg,False,False,False,"LE TITRE DU DEBRIFF CA SERA ""TU NOUS A PAS FAIT CA A PARIS"""
LCC.EhwKGkNJcXoxYlNQMW84REZkd0kxZ0FkY19BNWZn,2025-09-14 01:07:12.422547+00:00,Emmanuel Gbahi,UC8i4JwFgYtmNgXpOOwqfJMw,False,False,False,c'est chaud pour nous
LCC.EhwKGkNNXzd5TFdQMW84REZTVUYxZ0FkM1dnN1NR,2025-09-14 01:07:14.311063+00:00,le goat,UC_mwIoxwFd3SgkmCWdBFSnA,False,False,False,ZINEDINE SOLER
LCC.EhwKGkNKbko0N1dQMW84REZRUXYxZ0Fkay1FcWJR,2025-09-14 01:07:14.745074+00:00,mindset.anime_,UCweltveTDIZobkjBXfHEsPA,False,False,False,YAMAL DE JONG BLESSER
LCC.EhwKGkNPTEk2TFdQMW84REZjY0sxZ0FkcFUwaG5n,2025-09-14 01:07:14.827729+00:00,Noway,UCpupBwebIEhk6M7NsVA6QWg,False,False,False,🦤
LCC.EhwKGkNOSHVzTGFQMW84REZka0l5d1FkV2hzMlNn,2025-09-14 01:07:16.011115+00:00,Magic,UCTX569BNTEGvZLjFLKSV-wQ,False,False,False,A PARIS C T LUNAIRE PAS SOLER
LCC.EhwKGkNKUHMzTGFQMW84REZjSXQxZ0FkLTRNRVBR,2025-09-14 01:07:16.731479+00:00,SPARTA x MANGA,UCnMfgGT1gzBU_lE6rYWLxng,False,False,False,2-2 ou 3-2 pour Sociedad
LCC.EhwKGkNKYTZzYmVQMW84REZlb0wxZ0FkNkJzeTRR,2025-09-14 01:07:18.123427+00:00,Les tueurs 10,UCdxlfCRXYsTm1BExvpRysog,False,False,False,goalllllll mbappe 92'
LCC.EhwKGkNKdnQwcmVQMW84REZRRUgxZ0FkLU5NUHp3,2025-09-14 01:07:18.664771+00:00,SPARTA x MANGA,UCnMfgGT1gzBU_lE6rYWLxng,False,False,False,2-2 ou 3-2 pour Sociedad
LCC.EhwKGkNNakZocmlQMW84REZjSXQxZ0FkLTRNRVBR,2025-09-14 01:07:19.512593+00:00,7_HG,UCv7O6VUjj4TUbPt1G6QXwkg,False,False,False,:face-red-droopy-eyes::face-purple-crying::face-purple-crying::face-purple-crying:
LCC.EhwKGkNLcTRwTGlQMW84REZRRUgxZ0FkLU5NUHp3,2025-09-14 01:07:20.002082+00:00,Mahd Idou,UCFsKa5Udxsdu0UFYYqHt10Q,False,False,False,yamal blessé
LCC.EhwKGkNLQ290TGlQMW84REZjY0sxZ0FkcFUwaG5n,2025-09-14 01:07:20.261361+00:00,OWEE Léo,UCgMhMaIRLjU05DrJmLwacaQ,False,False,False,allez vous faire foutre ceux qui ont dit but de mbappe
LCC.EhwKGkNJQ0Y3N2lQMW84REZUc0gxZ0FkTlp3VVV3,2025-09-14 01:07:21.234065+00:00,SPARTA x MANGA,UCnMfgGT1gzBU_lE6rYWLxng,False,False,False,2-2 ou 3-2 pour Sociedad
LCC.EhwKGkNNLVMxTG1QMW84REZaOEsxZ0FkSUY4d3RR,2025-09-14 01:07:22.883932+00:00,7_HG,UCv7O6VUjj4TUbPt1G6QXwkg,False,False,False,King
LCC.EhwKGkNNeXBqcnFQMW84REZaOEsxZ0FkSUY4d3RR,2025-09-14 01:07:23.846437+00:00,SPARTA x MANGA,UCnMfgGT1gzBU_lE6rYWLxng,False,False,False,2-2 ou 3-2 pour Sociedad
LCC.EhwKGkNMLUJuN3FQMW84REZRVUsxZ0FkUjFzSkZ3,2025-09-14 01:07:24.108184+00:00,lks93,UCskJFUpc4WW0rkSQU1-PZ2g,False,False,False,WSH IL FONT QUOI BEIN SPORT
LCC.EhwKGkNPamd5THFQMW84REZaOEsxZ0FkSUY4d3RR,2025-09-14 01:07:24.794320+00:00,immigre madrilène ,UC3AUP6t-4iA90KJeoGPpbPg,False,False,False,2 min de ad
LCC.EhwKGkNOengyYnFQMW84REZkNHYxZ0FkMFVzYnJR,2025-09-14 01:07:25.070772+00:00,7_HG,UCv7O6VUjj4TUbPt1G6QXwkg,False,False,False,Sa va
LCC.EhwKGkNNYVdyN3VQMW84REZaOEsxZ0FkSUY4d3RR,2025-09-14 01:07:26.478614+00:00,SPARTA x MANGA,UCnMfgGT1gzBU_lE6rYWLxng,False,False,False,2-2 ou 3-2 pour Sociedad
LCC.EhwKGkNNbmF1cnVQMW84REZka0l5d1FkV2hzMlNn,2025-09-14 01:07:26.658205+00:00,New life&vincent,UCqIEInX_sCkItJT6XxmgHxw,False,False,False,soler soler soler:face-orange-frowning::face-orange-frowning::face-orange-frowning::face-orange-frowning:
LCC.EhwKGkNKYUg0cnVQMW84REZiTUgxZ0Fkc1pZQnVB,2025-09-14 01:07:27.303053+00:00,𝐘𝐎𝐔𝐗𝐈𝐄𝐃𝐈𝐓𝐙,UC3-N9UOMjRRu8uJnv-7lQLw,False,False,False,Hala Madrid y nada más 🤍🤍
LCC.EhwKGkNMdnU1YnVQMW84REZZQUoxZ0FkbWt3UjNR,2025-09-14 01:07:27.366300+00:00,Mountari William,UCVbQXTs0FKfMEymS0jsWKyQ,False,False,False,hala Madrid 🥰🖤🤍🖤🖤🖤🤍🖤🤍
LCC.EhwKGkNNX0YtcnVQMW84REZjSXQxZ0FkLTRNRVBR,2025-09-14 01:07:27.704637+00:00,TopG,UC4TxhC1MLkR4qywbVPAY2mg,False,False,False,:stopwatch-blue-hand-timer::stopwatch-blue-hand-timer::stopwatch-blue-hand-timer::stopwatch-blue-hand-timer::stopwatch-blue-hand-timer::stopwatch-blue-hand-timer::stopwatch-blue-hand-timer:
LCC.EhwKGkNJN0pocjJQMW84REZka0l5d1FkV2hzMlNn,2025-09-14 01:07:29.998806+00:00,Solary_bath,UClKSZ4dKqTe66xbwLdLZUBQ,False,False,False,Madrid
LCC.EhwKGkNOYVhtcjJQMW84REZUYkR3Z1FkZzk0RkZR,2025-09-14 01:07:30.320662+00:00,Mouhamadoul Malick DIAGNE,UCiVACnLNHSHQMn9k-heQ_1Q,False,False,False,:eyes-purple-crying::eyes-purple-crying:
LCC.EhwKGkNJS0t0YjJQMW84REZSRU4xZ0FkSThRSDFR,2025-09-14 01:07:30.761240+00:00,7_HG,UCv7O6VUjj4TUbPt1G6QXwkg,False,False,False,Sa va le King
LCC.EhwKGkNOR0t5TDJQMW84REZkb0YxZ0FkMTRzOUR3,2025-09-14 01:07:31.070615+00:00,Les tueurs 10,UCdxlfCRXYsTm1BExvpRysog,False,False,False,goalllllll mbappe 92'
LCC.EhwKGkNNMjl6NzJQMW84REZZQUoxZ0FkbWt3UjNR,2025-09-14 01:07:31.194084+00:00,Abderahmane,UCrq5GHF6BtMYjkOT-dNTMqg,False,False,False,"Darkzor , oui si on perd , mais en attendant le match n’a pas étais jouer , donc même si le réal gagne , le barca n est pas dos au mur"
LCC.EhwKGkNNdnl2YjZQMW84REZkVUoxZ0FkNmhRdnFB,2025-09-14 01:07:33.002776+00:00,𝕽𝖞𝖔𝖙𝖆,UCEYrKC9tCYeMNQ2cqE9CtLw,False,False,False,Trent va marquer
LCC.EhwKGkNMZk14NzZQMW84REZkdk1GZ2tkNTNJZHpB,2025-09-14 01:07:33.160899+00:00,Deena Alabbas,UCFfqhC7KOvO7UwL_jotvH9g,False,False,False,goal mbappe 92'
LCC.EhwKGkNMZmZoTC1QMW84REZYZ3YxZ0FkYlg0NmF3,2025-09-14 01:07:34.163507+00:00,mindset.anime_,UCweltveTDIZobkjBXfHEsPA,False,False,False,YAMAL DE JONG BLESSER
LCC.EhwKGkNOdmNqTC1QMW84REZkb0YxZ0FkMTRzOUR3,2025-09-14 01:07:34.295816+00:00,bs theflimar,UCm9TEHVRnPA_xIvd4Tj7UiA,False,False,False,ça a coupé
LCC.EhwKGkNKQ1BwNy1QMW84REZka0l5d1FkV2hzMlNn,2025-09-14 01:07:34.731850+00:00,Erwan Xia,UCkukbLVv57ibfSiPSnRDnWQ,False,False,False,0-0 juve inter
LCC.EhwKGkNMRFoxNy1QMW84REZmVUkxZ0FkQ3BNZ3pn,2025-09-14 01:07:35.521338+00:00,Noway,UCpupBwebIEhk6M7NsVA6QWg,False,False,False,:eyes-purple-crying:
LCC.EhwKGkNOcVduTUNQMW84REZaOEsxZ0FkSUY4d3RR,2025-09-14 01:07:36.646931+00:00,Jimaël Lekandza,UCBlqQ5zitrM3m7sPnZBufag,False,False,False,1-3 réal Madrid
LCC.EhwKGkNOeUFxTUdQMW84REZRY0wxZ0FkbFBncWZR,2025-09-14 01:07:38.937077+00:00,Les tueurs 10,UCdxlfCRXYsTm1BExvpRysog,False,False,False,goalllllll mbappe 92'
LCC.EhwKGkNKamhxY0dQMW84REZhSXUxZ0FkSXVBbUdR,2025-09-14 01:07:38.966340+00:00,Le MERCH,UCG3_CatXfq-Astt2H9GXeyg,False,False,False,"LE TITRE DU DEBRIFF CA SERA ""TU NOUS A PAS FAIT CA A PARIS"""
LCC.EhwKGkNLWDJ4OEtQMW84REZRY0wxZ0FkbFBncWZR,2025-09-14 01:07:41.555756+00:00,immigre madrilène ,UC3AUP6t-4iA90KJeoGPpbPg,False,False,False,6 minnnnnn
LCC.EhwKGkNMSDI1c0tQMW84REZkNHYxZ0FkMFVzYnJR,2025-09-14 01:07:42.063294+00:00,Sacha Sarfati,UCXprWvKf9EJ6RpH72gGt3Kg,False,False,False,❤️❤️❤️
LCC.EhwKGkNJN0FnY09QMW84REZkd0kxZ0FkY19BNWZn,2025-09-14 01:07:42.506033+00:00,Thier baba,UCo5j5zn6ohS_PQVaonRrmCw,False,False,False,6mn
LCC.EhwKGkNJbXlyc09QMW84REZkNHYxZ0FkMFVzYnJR,2025-09-14 01:07:43.233873+00:00,Noway,UCpupBwebIEhk6M7NsVA6QWg,False,False,False,LE BARCA CHIALEEEEEEZ
LCC.EhwKGkNKYkExTU9QMW84REZYZ0gxZ0FkcEpBQUdB,2025-09-14 01:07:43.860498+00:00,Siroz,UCJ0tDdMnc86m1uTIV6h8crw,False,False,False,Ca a couper
LCC.EhwKGkNMaUk2TVNQMW84REZTSXQxZ0FkWUpFR0tn,2025-09-14 01:07:46.279061+00:00,𝐚𝐫𝐰ø𝐱_𝐞𝐝𝐢𝐭𝐳🐐ツ,UCDauqi3MMlAWXy8e7t1IQqg,False,False,False,calme toi owee
LCC.EhwKGkNQUzZ3TVdQMW84REZZQUoxZ0FkbWt3UjNR,2025-09-14 01:07:47.729569+00:00,Merwane,UCZsWHa33KeDRo3vBoN0HfXQ,False,False,False,buutttt
LCC.EhwKGkNPbmp4Y1dQMW84REZka0l5d1FkV2hzMlNn,2025-09-14 01:07:47.810958+00:00,Zougoulou,UCCV_nErGmVw6O39hETYbt5g,False,False,False,c tendu la fin de match
LCC.EhwKGkNPYjB4c1dQMW84REZRUUoxZ0FkXzFVNlVR,2025-09-14 01:07:47.829931+00:00,Soso212,UCnaQ5879sx34uC2dTBjFmCg,False,False,False,6 minutes à tenir
LCC.EhwKGkNOVFk2Y1dQMW84REZYZ3YxZ0FkYlg0NmF3,2025-09-14 01:07:48.399629+00:00,Gloire Muholo,UCyrF11PVJ5pCKqGT7M_OrHw,False,False,False,Hala Madrid 🥰❤️💪🏿⚽️
LCC.EhwKGkNJWE1oTWFQMW84REZiTUgxZ0Fkc1pZQnVB,2025-09-14 01:07:48.845185+00:00,Bismark _21,UC-OgxieCmrYq7sXGjICx-LA,False,False,False,6 minutes
LCC.EhwKGkNQVzR4TWFQMW84REZiRUgxZ0FkZnAwaGVB,2025-09-14 01:07:49.887998+00:00,Leléonyt,UCfxgBv12MjZMRpEdqiCvV9A,False,False,False,Cest pas fini
LCC.EhwKGkNJbU0xTWFQMW84REZZQUoxZ0FkbWt3UjNR,2025-09-14 01:07:50.144423+00:00,immigre madrilène ,UC3AUP6t-4iA90KJeoGPpbPg,False,False,False,6minnnnn de ad
LCC.EhwKGkNPX3A1TWFQMW84REZjSXQxZ0FkLTRNRVBR,2025-09-14 01:07:50.421971+00:00,Les tueurs 10,UCdxlfCRXYsTm1BExvpRysog,False,False,False,goalllllll mbappe 92'
LCC.EhwKGkNKVC1xY2VQMW84REZTVUYxZ0FkM1dnN1NR,2025-09-14 01:07:51.550623+00:00,Darkzor🇮🇹,UCH5_YOzQrmYXsmrsikkx88g,False,False,False,Abderahmane ouais mais demain victoire ou rien quoi
LCC.EhwKGkNLS3J0c2VQMW84REZkVUoxZ0FkNmhRdnFB,2025-09-14 01:07:51.752541+00:00,BOUREIMA TOURE,UCGHqM0r2W9uGId5vgaOb6jQ,False,False,False,2 2 en approche
LCC.EhwKGkNQZXQzTWVQMW84REZkNHYxZ0FkMFVzYnJR,2025-09-14 01:07:52.376352+00:00,XV,UCaQKgODwASLT91vocr0KF0w,False,False,False,madrid
LCC.EhwKGkNQQ18zTWVQMW84REZlb1gxZ0FkRUJJMVVR,2025-09-14 01:07:52.377123+00:00,Thier baba,UCo5j5zn6ohS_PQVaonRrmCw,False,False,False,+6
